CODIGO|EAN|REGISTRO ANVISA|NCM|CEST|NOME|LABORATORIO|TIPO|CLASSE TERAPEUTICA|COMPOSICAO|TARJA|UNIDADE DE VENDA|CNPJ_LABORATORIO|apresentacao|listaPisCofins|restrHosp|CNPJ_DECLARANTE|NOME_DECLARANTE|pICMS|vPF|vPMC|vPMCEmbFrac|vPMCEmbMult|CODIGO LABORATORIO|LABORATÃ“RIO|DESCRIÃ‡ÃƒO|COMPOSIÃ‡ÃƒO|REGIME PREÃ‡O|LISTA (LCCT)|PF 20%|PMC 20%|FRA 20%|PF 18%|PMC 18%|FRA 18%|PF 17%|PMC 17%|FRA 17%|PF 17,5%|PMC 17,5%|FRA 17,5%|PF 12%|PMC 12%|FRA 12%|PF 17% ALC|PMC 17% ALC|FRA 17% ALC|PF 17,5% ALC|PMC 17,5% ALC|FRA 17,5% ALC|PF 18% ALC|PMC 18% ALC|FRA 18% ALC|PF 0%|PMC 0%|FRA 0%|PERCENTUAL IPI|DATA VIGENCIA|NOVO |VARIAÃ‡ÃƒO DE PRECO|REFERÃŠNCIA|ATC|CLASSE TERAPÃŠUTICA|PORTARIA 344/98|TISS/TUSS|CONFAZ 87|CAP|NOVO|GGREM|DCB|CAS|PF 22%|PMC 22%|PF 21%|PMC 21%|PF 19%|PMC 19%|PF 19% ALC|PMC 19% ALC|PF 20% ALC|PMC 20% ALC|PF 20,5%|PMC 20,5%|PF 19,5%|PMC 19,5%|PF 19,5% ALC|PMC 19,5% ALC|PF 23%|PMC 23%|PF 22,5%|PMC 22,5%|ARQUIVO_ORIGEM|DATA_REFERENCIA|ANO_PASTA|ORIGEM_ARQUIVO
245744|7891317129941|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 10 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5ALC|38,33|52,99|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245744|7891317129941|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 10 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18ALC|38,56|53,31|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|20|109,88|147,57|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18|106,90|143,67|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17|105,47|141,80|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5|106,18|142,73|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|12|98,85|133,11|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17ALC|94,98|131,30|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5ALC|95,56|132,11|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
245745|7891317129958|4707603680023|21069090||20 BI|MOMENTA|O|PRODUTOS PROBIOTICOS|BIFIDOBACTERIUM LACTIS+LACTOBACILLUS ACIDOPHILLUS|L||14806008000154|ct 30 caps|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18ALC|96,14|132,91|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|20|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|12|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17ALC|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5ALC|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
247292|7898956544654||21069030||4G FOLIC|EXELTIS|O|O.P.A/ANEM.A.FOLIC/FOLIN|SUPLEMENTO VITAMINICO E MINERAL A BASE DE ACIDO FOLICO|L||19136432000152|0,355 mcg acido folico|O|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18ALC|37,80|0,00|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|20|7,98|10,62|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18|7,76|10,33|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17|7,65|10,20|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5|7,70|10,26|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|12|7,15|9,56|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17ALC|6,66|9,21|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
205685|7896006211808|1049700890109|30049099||A CURITYBINA|UNIAO QUIMICA|S|OUTRAS PREPARACOES DERMATOLOGICAS|ACIDO ACETILSALICILICO|L||60665981000118|0,1g/ml sol top fa x 5ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18ALC|6,74|9,32|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
210409|7896004817477|1023510590017|30049029|1300401|A SAUDE DA MULHER|EMS MARCAS|O|ANTIESPASMODICOS GINECOLOGICOS|PASSIFLORA+PLUMERIA LANCIFOLIA+SALICILATO DE SODIO|L||57507378000101|sus fr 150ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|20|10,82|14,40|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
210409|7896004817477|1023510590017|30049029|1300401|A SAUDE DA MULHER|EMS MARCAS|O|ANTIESPASMODICOS GINECOLOGICOS|PASSIFLORA+PLUMERIA LANCIFOLIA+SALICILATO DE SODIO|L||57507378000101|sus fr 150ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18|10,52|14,02|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
210409|7896004817477|1023510590017|30049029|1300401|A SAUDE DA MULHER|EMS MARCAS|O|ANTIESPASMODICOS GINECOLOGICOS|PASSIFLORA+PLUMERIA LANCIFOLIA+SALICILATO DE SODIO|L||57507378000101|sus fr 150ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17|10,37|13,82|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
210409|7896004817477|1023510590017|30049029|1300401|A SAUDE DA MULHER|EMS MARCAS|O|ANTIESPASMODICOS GINECOLOGICOS|PASSIFLORA+PLUMERIA LANCIFOLIA+SALICILATO DE SODIO|L||57507378000101|sus fr 150ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5|10,45|13,93|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
210409|7896004817477|1023510590017|30049029|1300401|A SAUDE DA MULHER|EMS MARCAS|O|ANTIESPASMODICOS GINECOLOGICOS|PASSIFLORA+PLUMERIA LANCIFOLIA+SALICILATO DE SODIO|L||57507378000101|sus fr 150ml|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|12|9,70|12,96|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
212952|7897595901927|1130009950031|30049024|1300301|AAS|SANOFI-AVENTIS|S|ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS|ACIDO ACETILSALICILICO|L||02685377000157|100mg cx 120 comp|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|20|50,07|66,64|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
212952|7897595901927|1130009950031|30049024|1300301|AAS|SANOFI-AVENTIS|S|ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS|ACIDO ACETILSALICILICO|L||02685377000157|100mg cx 120 comp|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|18|48,66|64,83|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
212952|7897595901927|1130009950031|30049024|1300301|AAS|SANOFI-AVENTIS|S|ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS|ACIDO ACETILSALICILICO|L||02685377000157|100mg cx 120 comp|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17|47,98|63,95|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
212952|7897595901927|1130009950031|30049024|1300301|AAS|SANOFI-AVENTIS|S|ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS|ACIDO ACETILSALICILICO|L||02685377000157|100mg cx 120 comp|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|17,5|48,32|64,39|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
212952|7897595901927|1130009950031|30049024|1300301|AAS|SANOFI-AVENTIS|S|ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS|ACIDO ACETILSALICILICO|L||02685377000157|100mg cx 120 comp|N|N|53375317000179|ASSOCIACAO BRASILEIRA DO COMERCIO FARMACEUTICO|12|44,87|59,94|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||03_2018.zip|2018-04-01|2018|XML
